1.177602908408289295e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.132075530826753607e+00,1.056968948668821406e+00,7.732065868837563194e-01,1.091410710839218146e+00,1.395771586117959595e+00,1.018159030608081661e+00,7.933719158676230121e-01,1.000889101837742157e+00,1.031610803943417087e+00,1.160775593259739891e+00,1.498764480264123122e+00,1.176276035863762726e+00,1.355028174054231815e+00,1.086603337370910305e+00,9.479684911736880881e-01,1.054708417103943363e+00,1.095027211531717670e+00,1.028696179917216513e+00,1.276592381521770125e+00,1.129351566090701642e+00,1.459191888798775372e+00,1.030773087817840050e+00,1.376447831191916826e+00,1.021344461716327423e+00,1.177727635148658747e+00,1.029271027222132817e+00,7.603644833201039788e-01,1.111437731081226454e+00,1.320549038228742367e+00,1.142038707374398943e+00,1.254047845351415669e+00,1.104329008505441578e+00,9.522318460634767723e-01,1.053109751166543262e+00,8.902282661363252192e-01,1.156722521600557219e+00
8.981407892586814601e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.050609422209926702e+00,1.118236561255892658e+00,1.104184257062413188e+00,1.098754066541608010e+00,8.611448815901449061e-01,1.102687564677071297e+00,1.401532815893352657e+00,1.135593076123587286e+00,9.441390976454002715e-01,1.021642844924346427e+00,1.438247607869378886e+00,1.087404668713147782e+00,7.954711038416053537e-01,1.148196140884760297e+00,1.185729557457082972e+00,1.116331148726568356e+00,8.779015314785751922e-01,1.164368928831906347e+00,1.499634831696218917e+00,1.065568345261031835e+00,9.050724875034268369e-01,1.003804378045825230e+00,1.310513771661004689e+00,1.016054700945350886e+00,1.080162165112410255e+00,1.185697902750003196e+00,1.072775504248093981e+00,1.149291760614210567e+00,9.966559730503283809e-01,1.042614796073199512e+00,1.140531698773612712e+00,1.091488314689102124e+00,9.376299281957261034e-01,1.143842871348483392e+00,1.077903294932332612e+00,1.011945228415843001e+00
8.095826614718023562e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.382396012546990294e+00,1.150727505525385830e+00,1.247385569002589456e+00,1.111944561990750424e+00,1.062990781900288173e+00,1.009109378068390628e+00,1.351314246289548660e+00,1.194108281559687734e+00,8.236940009637131466e-01,1.035535377403736135e+00,8.012983654890528662e-01,1.142446942534294685e+00,1.189413165624114033e+00,1.169550820335806929e+00,9.174037884211500016e-01,1.048746808988057166e+00,1.402856817720117721e+00,1.129062396119633105e+00,8.474940415536447169e-01,1.033117419587857411e+00,1.044195443823477953e+00,1.018957109941475814e+00,1.384147026301578709e+00,1.105931430702515872e+00,8.446612075871143821e-01,1.106274018979406915e+00,1.337916516820604640e+00,1.100044418885725239e+00,1.400568402945358670e+00,1.168471869663044727e+00,1.198958535936277325e+00,1.050252661341134708e+00,1.204354637936223771e+00,1.185002686104136504e+00,7.680177397343471712e-01,1.112152991815018366e+00
1.072496976797702839e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.781670424819044474e-01,1.162408967628733025e+00,1.373067234816264914e+00,1.004216034704137117e+00,1.171197622768592295e+00,1.019737910117372692e+00,1.384752709355458133e+00,1.102552905171063191e+00,8.780797880123929477e-01,1.075477363435571432e+00,1.106591403389565853e+00,1.041107626855943158e+00,7.910409164791798453e-01,1.031506903870650138e+00,8.842741545959525995e-01,1.126505271262931318e+00,1.337528779988046868e+00,1.102684668152964731e+00,1.351275090297295645e+00,1.001100655294240749e+00,9.897000753392636296e-01,1.199334392250142045e+00,1.064608812093922108e+00,1.052385861818430524e+00,1.338838042306713438e+00,1.023889217837305576e+00,1.071421297237413306e+00,1.006603586301188846e+00,7.500659786048829991e-01,1.160389312714621868e+00,1.174285512416165744e+00,1.180887217794565514e+00,1.077176980061526290e+00,1.167442986154221263e+00,1.380241467619145013e+00,1.017855579366625962e+00
8.921009419440091293e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.353480613170872315e+00,1.037066835873482251e+00,8.001781144252723132e-01,1.065374522174910910e+00,8.233186106827122819e-01,1.138860246455097425e+00,1.039318338138808695e+00,1.054599746872850519e+00,8.537012316929308842e-01,1.026329969178587875e+00,8.266604624523165024e-01,1.058911945543288713e+00,7.988008867854837769e-01,1.176074024428262366e+00,8.464158042716938279e-01,1.068963625204059742e+00,1.454247915511728495e+00,1.183610604855946713e+00,8.933450226646790782e-01,1.151303251345098477e+00,1.474764046400664164e+00,1.002499235864408700e+00,7.710715896143902626e-01,1.190753195482115556e+00,1.188476132254742579e+00,1.078711497453693768e+00,1.062033377338900131e+00,1.131904395731065494e+00,1.327288991574286481e+00,1.141979236347597348e+00,9.385508208736845770e-01,1.146257089699797005e+00,7.649913340676136597e-01,1.194784224623452129e+00,7.798017724993967503e-01,1.019469935877558742e+00
8.078792625139978867e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.105629949126091915e+00,1.104596390239133141e+00,8.352642593484039812e-01,1.020221219584046102e+00,1.430100981268558114e+00,1.182869624354429439e+00,1.470144798182208001e+00,1.035091672696629717e+00,8.803617505120461262e-01,1.155709242859715324e+00,9.497232805555569923e-01,1.185661819790293725e+00,8.068946855720777744e-01,1.015171628951082372e+00,9.341984375780132410e-01,1.159496566917536553e+00,1.451267900899540830e+00,1.073098423019200665e+00,1.172690575366746035e+00,1.115777210010126419e+00,1.484320510255723091e+00,1.040050805781420173e+00,1.051005613729831811e+00,1.112726346867697336e+00,9.676275567730545646e-01,1.163408797620500312e+00,1.176929788900576090e+00,1.023096781794606835e+00,1.266953675794331602e+00,1.016459844349217878e+00,7.923953220005922615e-01,1.006508809157050655e+00,1.320320264152886613e+00,1.190899380249524686e+00,1.255271584608115942e+00,1.018950277483551936e+00
8.464060803746643602e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.392931587069649479e+00,1.044024309314425913e+00,1.037693936194250544e+00,1.080083751267161496e+00,1.302995959248419933e+00,1.099487000100205947e+00,1.369590066103435255e+00,1.167418145154189402e+00,1.492476332750122481e+00,1.046102260972954889e+00,1.344433875289489766e+00,1.005019413196671652e+00,1.027068839166990211e+00,1.061895286775945468e+00,1.039342236859379209e+00,1.027546619329324340e+00,1.053717815359981769e+00,1.115183409533353709e+00,1.243922697819288548e+00,1.062960081693494541e+00,1.301795879314963766e+00,1.056629574301022556e+00,7.523960899333512753e-01,1.078727487129160334e+00,1.395071454837737868e+00,1.018219803078826091e+00,1.124835490847117647e+00,1.171593746295604976e+00,1.194807351739735957e+00,1.129407082179501920e+00,8.717140588073259977e-01,1.090393159442316851e+00,1.042862572141455502e+00,1.171776664626559272e+00,1.209827657263194522e+00,1.015718754572241034e+00
1.149170859003534773e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.669814333495226233e-01,1.161574611238169741e+00,8.827358309565005445e-01,1.017859977900406498e+00,1.497923835409622484e+00,1.075195522260440351e+00,1.407591782718351503e+00,1.061565887682442755e+00,1.085429463116688975e+00,1.065684027691446989e+00,8.813809110747659048e-01,1.111953846991108552e+00,9.870304220471813883e-01,1.088833231130292178e+00,1.410836961085201846e+00,1.178672729315436429e+00,9.490890381915859653e-01,1.000160398003100859e+00,1.157819607667809336e+00,1.116067024614625591e+00,9.504185046108288848e-01,1.152199646213832640e+00,9.592773351944859916e-01,1.107766099371802371e+00,7.853301298172147282e-01,1.122941234417225598e+00,1.386832762705235478e+00,1.196118510472901297e+00,1.493253938432679506e+00,1.124479140533908073e+00,9.940137995927655901e-01,1.012851281135999093e+00,9.546259077486406452e-01,1.074864840549797584e+00,1.371214898293811046e+00,1.007171481552209924e+00
1.199575318479447983e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298916129407772457e+00,1.096285348709471918e+00,1.243952415374340426e+00,1.106404574700287302e+00,1.233501040032575435e+00,1.133984840122101101e+00,8.390384704765118107e-01,1.117217014901713990e+00,1.361367282483771701e+00,1.085862559696179286e+00,1.240451172933230595e+00,1.127516615274401612e+00,1.265848147828954051e+00,1.024191285019541597e+00,1.075095802984957771e+00,1.061620393734341583e+00,1.369951911597893757e+00,1.081246245719631016e+00,1.119300579299702392e+00,1.157714628100404930e+00,1.291865385879537031e+00,1.162348761453289026e+00,1.254751873912073989e+00,1.144631348192852505e+00,1.462815666493016531e+00,1.139857012450255613e+00,1.056666437457580709e+00,1.075038556867465633e+00,1.252021732534993603e+00,1.119386377990764903e+00,1.409098415824661998e+00,1.173618373059872599e+00,1.240650394565057546e+00,1.132453876202178300e+00,1.117620295295529420e+00,1.165506091607617867e+00
1.057141327756002225e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.175813936850783614e+00,1.134575263442544335e+00,1.017180878790107545e+00,1.151631927959623214e+00,1.400294875729209743e+00,1.002750459372860892e+00,1.229085105500721697e+00,1.074507742386368703e+00,1.451925486507017693e+00,1.149579563078057642e+00,1.409524907357747381e+00,1.022999292493881551e+00,8.908676109737978521e-01,1.015456221835316475e+00,1.439431050670495926e+00,1.162501051053478562e+00,8.393486208558775807e-01,1.158641708582652141e+00,8.569110057057225394e-01,1.138262793626543257e+00,1.231065510678418518e+00,1.172604474477566994e+00,1.395231062701800528e+00,1.000558355268038380e+00,1.001730028348553292e+00,1.053804942788459709e+00,1.368327541949771353e+00,1.165116994388255778e+00,1.141368381175213331e+00,1.159918258489139653e+00,9.160487442694906779e-01,1.005581359752814485e+00,8.282402928610489434e-01,1.188828056701900060e+00,9.601507422954541626e-01,1.086401948426847897e+00
