1.154963380329553368e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.920070089253591350e-01,1.041236501887593313e+00,8.801053813096213485e-01,1.176639929739144552e+00,1.328445164797266154e+00,1.194317081232562083e+00,8.777938580517439249e-01,1.106011039276149077e+00,1.304462427793484425e+00,1.131299849202887620e+00,1.366255029791889175e+00,1.077385751358479915e+00,9.808707383940931113e-01,1.115591145730281619e+00,9.999656951160467155e-01,1.130099124187989190e+00,1.010830111985995483e+00,1.015446871405671470e+00,1.289004700049819263e+00,1.040482933568326773e+00,9.832976890954797655e-01,1.044484262033460009e+00,1.270065245065737258e+00,1.158965316415745628e+00,1.452841735373962218e+00,1.087711922190209846e+00,1.030368689560830830e+00,1.122014067144996297e+00,1.320351742008345930e+00,1.085011432360859729e+00,1.022499170097420640e+00,1.045954494278529046e+00,1.492517464130407312e+00,1.142437199971646500e+00,1.182848291995695522e+00,1.198993409051528403e+00
9.184716281172619068e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.102167581071112235e-01,1.040833204716861138e+00,1.146246475759571393e+00,1.062992803839792888e+00,1.279706131915488543e+00,1.013745210559360954e+00,9.847749852236780121e-01,1.070366242135526225e+00,1.027245976311734976e+00,1.199929900293527751e+00,1.059512048654736027e+00,1.000594867141212818e+00,1.451992757840597781e+00,1.012404743598924961e+00,1.421565821325415202e+00,1.048389770366095153e+00,1.342755540690105942e+00,1.030740895165779270e+00,9.430485118618338047e-01,1.003073994019078041e+00,9.706693521938946079e-01,1.081540494545815356e+00,1.118411572927838549e+00,1.079851603646799996e+00,1.264332571822655904e+00,1.009318611726865100e+00,7.654839257171631717e-01,1.032076284866276117e+00,9.375609844937591308e-01,1.143880495634261862e+00,1.262837752368386024e+00,1.112640585270376459e+00,1.148724401210834412e+00,1.097986155310834100e+00,1.253167294054922110e+00,1.066149142976454245e+00
1.134527288520998489e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.152148163408153625e+00,1.060360856791413342e+00,8.329622733027928216e-01,1.051458444788278435e+00,1.394530713523594256e+00,1.087142269425723118e+00,9.285490709862259662e-01,1.145439603208497026e+00,8.645058615897759369e-01,1.051232516745685741e+00,1.347157430888006990e+00,1.075542380463671677e+00,1.067473045349710326e+00,1.163621318390820836e+00,7.829342500622502588e-01,1.170049204029601109e+00,1.281999092557263520e+00,1.193879083056672785e+00,1.036037427171731196e+00,1.053706629250664495e+00,1.173673071902238130e+00,1.089125180382100488e+00,1.186220310066554928e+00,1.042083807668733542e+00,8.464526837966427353e-01,1.084567130713725902e+00,8.145147760654192215e-01,1.054634981908464830e+00,1.021161581364006254e+00,1.105038547560453388e+00,1.038950119345481093e+00,1.024886074860727359e+00,1.339954540394842519e+00,1.100866808029684618e+00,1.055827760297184170e+00,1.077460976956078342e+00
1.131233627082486537e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.242392595969982860e+00,1.174274469993541903e+00,8.608881531948808785e-01,1.037874766373657387e+00,1.060409398844224915e+00,1.128624354196405832e+00,1.139010753600676829e+00,1.058312895402022225e+00,1.293790085109339127e+00,1.170168707915516526e+00,1.154399768542092142e+00,1.098026459519110265e+00,1.062876321048190853e+00,1.011179143579627349e+00,7.730818705694690873e-01,1.198020938578461037e+00,1.126288101934940666e+00,1.116978588251348103e+00,1.225310629574122290e+00,1.150121970237213631e+00,8.330607780427602416e-01,1.160554696197026336e+00,1.332270965080323277e+00,1.012061649999135726e+00,1.149423945316549123e+00,1.025856995332511845e+00,1.427387251739646423e+00,1.129197915224797510e+00,1.001747666236837198e+00,1.049901518151092672e+00,9.524704291734323869e-01,1.049156402352578787e+00,1.010805559045905522e+00,1.037595390150331642e+00,1.245108398049127540e+00,1.093605524207384327e+00
1.067262842065014317e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.215749241486257404e+00,1.005605196271052604e+00,1.180482499475195457e+00,1.015245234692146337e+00,1.479891023881317214e+00,1.167514159910466365e+00,9.777584469283783219e-01,1.008312013762705073e+00,1.026490602524738671e+00,1.185149551330602291e+00,1.104143455128336671e+00,1.133516808932848230e+00,7.569126569171839014e-01,1.002435611616167010e+00,8.929577424960758458e-01,1.005772487534185800e+00,9.312170975587734656e-01,1.007928713297441270e+00,9.912058943929200616e-01,1.051094673874136909e+00,1.265403347881991936e+00,1.156235061570840994e+00,1.391963652406650986e+00,1.156152732939014882e+00,9.961289537564315122e-01,1.041474909981652042e+00,1.379066552834762760e+00,1.018537310757126280e+00,1.450286289077968860e+00,1.044670542583431061e+00,9.181276383951109121e-01,1.038692470568159942e+00,1.165792696865551203e+00,1.054534628109011996e+00,1.062437880971821125e+00,1.069954456238533691e+00
1.049381763328609551e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.231143091276188484e+00,1.015726757373066169e+00,1.439851076552818965e+00,1.012399005649438966e+00,1.271023227056161886e+00,1.040734023461185709e+00,1.277451512161950076e+00,1.089108545524850591e+00,1.168604970153110489e+00,1.038597111105364013e+00,1.200518849160904677e+00,1.160974125716101923e+00,1.487310644961526318e+00,1.128556243504028167e+00,1.013042079560664721e+00,1.118080231767484056e+00,1.441140068664014784e+00,1.064392515983697551e+00,1.172904449362909274e+00,1.170331216331399693e+00,1.269126950696119138e+00,1.087347724338037169e+00,1.489017813938180002e+00,1.053006310794369460e+00,1.399006355252185418e+00,1.109057172747885067e+00,8.047261551905834365e-01,1.158652221164174767e+00,1.331819966976560243e+00,1.117658132936489856e+00,1.189728097650725847e+00,1.123942525409634685e+00,1.279175970216708924e+00,1.023590909716825204e+00,1.443600032974904579e+00,1.198553621107072642e+00
8.100067118402601851e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.115226308607303540e+00,1.157652959626790601e+00,1.119255526718548666e+00,1.057060740976044189e+00,9.654750290715590211e-01,1.197979456006798005e+00,1.395450761713264320e+00,1.035464727249596706e+00,9.394739776992409030e-01,1.060869038110966445e+00,1.216300934895881758e+00,1.005714928307983369e+00,1.370423122618243505e+00,1.016600280578806803e+00,1.413146611949266607e+00,1.111698209383745084e+00,8.089383656611309759e-01,1.108344088400412097e+00,8.468001709138566202e-01,1.131781200171597668e+00,1.336922089601032759e+00,1.001890088066390128e+00,1.156785707705666688e+00,1.052828139447972378e+00,9.935283817533133721e-01,1.052970812910749343e+00,1.165344780390449753e+00,1.005674816646881631e+00,8.981519456591404715e-01,1.165186673573312737e+00,1.078917140559290999e+00,1.138460829865062696e+00,1.075050747657587236e+00,1.138614041567856727e+00,7.679720449179360253e-01,1.081209905030785734e+00
1.064564537782828557e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.112882783692241029e-01,1.172877552785038135e+00,1.171058274859896997e+00,1.083675423951623751e+00,7.895892588367021681e-01,1.136283795157688292e+00,1.308693368966976189e+00,1.120543055619975137e+00,1.451635604970597626e+00,1.074464177278974919e+00,1.419186167571826473e+00,1.069876919019018935e+00,1.161920737963923367e+00,1.162827398273613255e+00,1.252073518034507504e+00,1.056479714277647863e+00,1.331026006808968098e+00,1.184540896269661303e+00,1.074728845633328156e+00,1.150420132763958714e+00,1.268422560616378370e+00,1.167545349294364376e+00,1.428642760415776980e+00,1.145379516312309498e+00,1.274225343800084342e+00,1.150391674407224007e+00,8.409837336367507188e-01,1.024115901206601009e+00,9.550422530262621112e-01,1.145142585964841864e+00,1.167989157253517263e+00,1.131967177007848324e+00,9.216276574717177095e-01,1.056082378109264086e+00,1.225568812961046916e+00,1.110627062024096112e+00
1.142562787503131005e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.244613052684803378e+00,1.116871472301323109e+00,1.249487180523707996e+00,1.119067436572338758e+00,8.885345320775244193e-01,1.095812850855019116e+00,1.410539754276449953e+00,1.127693991266090823e+00,1.242510668094428672e+00,1.020353911770432997e+00,1.062056249608661851e+00,1.067237093418866634e+00,1.176499799890458053e+00,1.134824631519093741e+00,1.230663206726226644e+00,1.038041252829215111e+00,1.210588037879987811e+00,1.142847452127316865e+00,9.047675616412305111e-01,1.103060354520419617e+00,1.061483061345839030e+00,1.139750744876898425e+00,1.234860467307210108e+00,1.171160122576259566e+00,1.425202404388320909e+00,1.167274570002356571e+00,1.116665459173886488e+00,1.048069166651325101e+00,1.419387469119737677e+00,1.182066433162375807e+00,1.240126426107982738e+00,1.144931402281191835e+00,9.239794451564556921e-01,1.077232271987802692e+00,8.445316882692978089e-01,1.123526863840364598e+00
8.537112472578505251e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.205447937062726238e-01,1.030609236477304069e+00,8.995376293130973311e-01,1.193475169739953712e+00,1.009716825609427548e+00,1.191608896522227790e+00,8.435593115093389383e-01,1.078263728555757250e+00,1.274151650442087558e+00,1.099970812875268544e+00,1.351941133726628719e+00,1.103653148523987326e+00,7.738585127308018619e-01,1.132684148227197207e+00,8.359798478940023703e-01,1.166757856393356052e+00,9.337438433498661539e-01,1.081369903376266262e+00,1.273318741959730716e+00,1.136300742112481332e+00,7.612993566688188718e-01,1.046751811531070553e+00,9.270601559068831765e-01,1.062094969489834062e+00,9.841005052808581288e-01,1.089950845462982709e+00,1.061871187633168567e+00,1.189040578410941906e+00,8.219337215066321312e-01,1.004472265584792412e+00,1.109394152785380339e+00,1.022425775453743357e+00,7.724451167930685980e-01,1.186031192213417462e+00,1.014135197146979417e+00,1.161569232383329986e+00
