9.695069226314707578e-01,1.069725680792291911e+00,9.772840328605432170e-01,1.089023101525698145e+00
9.462559424166021582e-01,1.047947715396641000e+00,9.596068044418019083e-01,9.929871662262559351e-01
9.174322095218484518e-01,9.180499915747234452e-01,9.976269355146204498e-01,9.872686213127457311e-01
9.062031274101126632e-01,9.612203770654834667e-01,1.000925465437405570e+00,1.071402585412658093e+00
1.043161016752074843e+00,1.085884511371294714e+00,1.098856092153185582e+00,1.050687736918412885e+00
9.278570797694594141e-01,1.096742772994294235e+00,1.026719757664199761e+00,1.007961575760908168e+00
1.058828510257009636e+00,1.091303203225305385e+00,9.031657088300815150e-01,9.433076301553918741e-01
1.072882158029140998e+00,1.037865039201707695e+00,9.627240355487060031e-01,1.082674685261138414e+00
9.392325508838106352e-01,1.063088213202340260e+00,9.499805616098738748e-01,1.013735032095978594e+00
1.002796312718433613e+00,9.735776803511453359e-01,9.448575662936334885e-01,9.288981073419175782e-01
9.123571586423971924e-01,9.129053012908128206e-01,1.058093505434366755e+00,9.453504010233868549e-01
9.038850825731226113e-01,9.632975131451213535e-01,9.781319350177346550e-01,1.029475265872721756e+00
1.012822168369928555e+00,1.030183743575111333e+00,1.070836863568114472e+00,1.071284700817063174e+00
9.616519741178213287e-01,1.007541105740862752e+00,1.095897822914396524e+00,9.636607422399897649e-01
9.319968440000563348e-01,1.026984167974727802e+00,9.483681693636698551e-01,1.024768772574511377e+00
9.919127434823945544e-01,1.038609576008848290e+00,9.020737072161686410e-01,1.033501441887133332e+00
9.329503065929400929e-01,1.081357769376792399e+00,1.088726689157607286e+00,1.037565318786091151e+00
1.070600813576882082e+00,1.044400833757688440e+00,1.039784592080127412e+00,1.091669294145315661e+00
9.198021681282115836e-01,9.744545849783319280e-01,1.072656766990124355e+00,1.046936997198780306e+00
1.074885784513150977e+00,1.041686209566857757e+00,1.013775176079925178e+00,9.904814484008258590e-01
9.108306329291681047e-01,9.254983722359995113e-01,1.017266801841484325e+00,9.010246766223656278e-01
1.056912798013164734e+00,1.066927363183104216e+00,9.446263691967481391e-01,9.061637327884379811e-01
1.080917560472515415e+00,9.290241032859635206e-01,1.006011036259784497e+00,9.046458095056906235e-01
1.011073375381828177e+00,1.012914846047096251e+00,9.955494640105698734e-01,9.719954226104533523e-01
1.075208445573764271e+00,1.083849925543900472e+00,1.029223424551350741e+00,1.080389329409120247e+00
1.079314605075035294e+00,1.036107300864291592e+00,1.029432651026949141e+00,1.005989459751552184e+00
1.095150887538310913e+00,9.272289338312793561e-01,9.900996108567610143e-01,1.074260045550092357e+00
9.040485178592144733e-01,9.518744986786980000e-01,1.049382582895343807e+00,1.031453673728416787e+00
9.331164866557447590e-01,1.043117900912560625e+00,1.042704463061749243e+00,1.001252821703257911e+00
9.113650771888126556e-01,1.011116770643878837e+00,1.098353349655588396e+00,9.998770831338146259e-01
1.088579276924248385e+00,1.076360024823659556e+00,9.105502365156975531e-01,9.148865689371076249e-01
9.035762349155708195e-01,9.995787909782113401e-01,9.486579692100607364e-01,1.018129817058874620e+00
1.014381010303210484e+00,9.445597233026663542e-01,9.172512582590539587e-01,1.024325424845370147e+00
1.088051046685955203e+00,9.673156008312868703e-01,1.023414580526007311e+00,9.185832090920734716e-01
1.087252515781463202e+00,9.820640955060802035e-01,1.022828980704952428e+00,1.083592988721477468e+00
9.497970884009484527e-01,1.025131504389672044e+00,9.520496143019380186e-01,1.067202938803781143e+00
9.630404299050271399e-01,1.055088976207778639e+00,9.415786217238345523e-01,1.045006628096057488e+00
9.500636682606716787e-01,1.030568252872033908e+00,9.873475478405019379e-01,1.039181269110469152e+00
1.062259533751920060e+00,9.472692482498117350e-01,9.837925789495678419e-01,1.077029089909735005e+00
1.003096222093021073e+00,9.789049964991625163e-01,9.964085637822355235e-01,1.060845748790953058e+00
9.778906366219894952e-01,9.260865594949077018e-01,9.056550875837281467e-01,9.190555617967663959e-01
1.010183545937042293e+00,9.080534950625485102e-01,1.064720161251969666e+00,9.230772165848120103e-01
9.940005137131571189e-01,9.437692837819695590e-01,9.832211566512328860e-01,9.107556295091571164e-01
9.020256612486305947e-01,9.363604453280909290e-01,1.091283704827100909e+00,9.241898569465450963e-01
1.035456797856102451e+00,1.097851001646395819e+00,1.030968842867055146e+00,9.991528846307420331e-01
1.093128567403394147e+00,9.913069848635482906e-01,9.427815248315041252e-01,9.239823973475620456e-01
9.167774843404945528e-01,9.365893400966118776e-01,9.552049074996808997e-01,9.165611271985263375e-01
9.423972399008088141e-01,1.039749898845814924e+00,1.064169669176332045e+00,1.061979847361508744e+00
1.019509454171818597e+00,9.845463471939723821e-01,9.456971966213005842e-01,1.010348564516175607e+00
9.270872310417729301e-01,9.174743072476635453e-01,1.073486733769225765e+00,9.712005475159535273e-01
1.009891074871819061e+00,1.083508694229377456e+00,1.041238873713378421e+00,9.500348898285851940e-01
1.063294579847802401e+00,9.182039359774566423e-01,9.847808070285585247e-01,1.042719153279237476e+00
9.409757464595658316e-01,9.120245834425414477e-01,9.158732849385005093e-01,9.082013963773182263e-01
9.051920138258247039e-01,9.543143331050176759e-01,9.610278096307267592e-01,1.032295506387161499e+00
1.004677099498819226e+00,1.037335420063380198e+00,9.410939259103907606e-01,1.023995400434986491e+00
9.066535041726739852e-01,1.084922563529414186e+00,9.776306745838712065e-01,9.568935039728574399e-01
9.913079470896266621e-01,1.095020658866852514e+00,9.150287516905388774e-01,1.048867503318511973e+00
1.045138578817662811e+00,9.089920408087689419e-01,9.828425831108079658e-01,9.146621063827133913e-01
1.089607648385182204e+00,9.900643688073823556e-01,1.054515852122839936e+00,1.067609534640079794e+00
1.059697720715468972e+00,9.329323100558098991e-01,1.096211831772331280e+00,9.396442186707655297e-01
9.193968660075743093e-01,9.162804549868645010e-01,1.028952963792653996e+00,1.067056643115932513e+00
9.516720374638754087e-01,9.198546432241750948e-01,1.049509966613699996e+00,9.549132659558752234e-01
