0.173046633,0.170108967,0.195049165,0.039185639,0.065861249,0,0,0.345705321,0,0.011043025,0.89
0.174218798,0.176103061,0.23872941,0.044298325,0.072064026,0,0,0.287271971,0,0.00731441,0.91
0.165397772,0.153365266,0.192593725,0.033804252,0.067691513,0,0,0.377294656,0,0.009852817,0.84
0.174090772,0.168076618,0.19902952,0.039942618,0.064681076,0,0,0.346182747,0,0.007996648,0.88
0.146306233,0.142541416,0.182540819,0.03397242,0.064700708,0,0,0.404017943,0,0.025920462,0.82
0.142660453,0.141824612,0.177751136,0.038466639,0.059367893,0,0,0.395287674,0,0.044641593,0.75
0.125978495,0.12909426,0.164147643,0.043465465,0.05819444,0,0,0.408360658,0,0.070759039,0.83
0.132975086,0.137751684,0.168810089,0.048402154,0.063577059,0,0,0.372134783,0,0.076349145,0.84
0.124916911,0.124843094,0.158802204,0.03935136,0.059549521,0,0,0.412025491,0,0.080511419,0.87
0.140403715,0.141682851,0.174901252,0.043405443,0.062146593,0,0,0.370492303,0,0.066967843,0.89
0.140226464,0.137090428,0.178922408,0.038725701,0.066038848,0,0,0.38148803,0,0.057508121,0.87
0.156423153,0.152041568,0.186688374,0.038647627,0.066779948,0,0,0.355242017,0,0.044177313,0.89
