6.238987701009418574e-03 5.514314242255706631e+03 4.365813188455253453e+02
4.007022920808833103e-04 5.426397334045867865e+03 4.189524113559115790e+02
2.146473527244944189e-03 5.617164613297118194e+03 4.177629736525859130e+02
5.351748750567038998e-03 5.796354584343433089e+03 4.178207343560435447e+02
6.169065967827391632e-03 5.703371381735721116e+03 4.236450829521786545e+02
5.597589975661913277e-03 5.438986131282663337e+03 4.388204157694195828e+02
1.395811650070622172e-03 5.670553148560597947e+03 4.552314469474324596e+02
6.246782279771843048e-03 5.551892409713324014e+03 4.243886221774902197e+02
3.221055141341486270e-03 5.378477305321292079e+03 4.452851838480288507e+02
2.245459013279882832e-03 5.449395323212696894e+03 4.312305892090781754e+02
3.625139142299360975e-03 5.697681652729386769e+03 4.363597678918562224e+02
6.611280657900540231e-03 5.850500098733622508e+03 4.396178274619391004e+02
4.304977931415133151e-03 5.762921644363562336e+03 4.292178097537816939e+02
1.706604018204684525e-03 5.840732099190852750e+03 4.408267560977919288e+02
2.697461163441019789e-03 5.499806046438214253e+03 4.307111118391582067e+02
3.590929218158568116e-03 5.333182956418403592e+03 4.244233972691353642e+02
5.373376003698251795e-03 5.472313885274307722e+03 4.197045441118598887e+02
2.616636976029793754e-03 5.674475836685774993e+03 4.470645108703471351e+02
3.309630454667902757e-03 5.601178660151860640e+03 4.297122296261104566e+02
3.898947032810724887e-03 5.694096990969610488e+03 4.254031686678206938e+02
4.145826439826554542e-03 5.749046002378670892e+03 4.540478574211371665e+02
1.322359262866076510e-03 5.371854275593636885e+03 4.564530282689503338e+02
4.391594471852386557e-03 5.608995145887054605e+03 4.281352003863604523e+02
5.848749698567685777e-03 5.444395566159997543e+03 4.266604890353900146e+02
2.935482841468118817e-03 5.615746379555612293e+03 4.295565958490045659e+02
6.682317797630322152e-03 5.813593456150311795e+03 4.524411149240655732e+02
3.713872639061401894e-03 5.403801756613320322e+03 4.297935215257534765e+02
4.220704148326535551e-03 5.612190215652187362e+03 4.553864309670295256e+02
6.780344198938319375e-04 5.392787485811418264e+03 4.204587091810164452e+02
1.023987344235247152e-03 5.752760225788967546e+03 4.232846976082644233e+02
3.151249896178343838e-03 5.405802771026391383e+03 4.506128351602672524e+02
2.014611398958407896e-03 5.766208428157311573e+03 4.522074114224594155e+02
3.648260088165032958e-03 5.715808459371434765e+03 4.292942088714909232e+02
5.410885145317134021e-03 5.474303765076959280e+03 4.509259483916516729e+02
3.119802496598630352e-03 5.398118708329805486e+03 4.587800274588349794e+02
2.454019409602023732e-03 5.642810435689523729e+03 4.348355449964055310e+02
2.404078607329089828e-03 5.393598429568701249e+03 4.415255679936541355e+02
4.366730711639607576e-03 5.589926658943260009e+03 4.258540795117097559e+02
5.714860513216262448e-03 5.698446686730528199e+03 4.277644451643910770e+02
3.809073314597934135e-04 5.483965986352133768e+03 4.338367648492472313e+02
5.052202681019071426e-03 5.445379813666284463e+03 4.505581419282608522e+02
1.831841086937680647e-03 5.758044095532623942e+03 4.381270689931106403e+02
4.710661504958716869e-03 5.729153449024351175e+03 4.325622898986705991e+02
1.086166277176430200e-03 5.653334533057988665e+03 4.274265672693648526e+02
6.518256691035057351e-03 5.447766869866435627e+03 4.375938722057589985e+02
