4.719999999999999751e-01,9.989999999999999991e-01,3.689999999999999947e-01,6.470000000000000195e-01,8.519999999999999796e-01,2.959999999999999853e-01,4.510000000000000120e-01,4.380000000000000004e-01,3.699999999999999956e-01,3.230000000000000093e-01,7.019999999999999574e-01,5.000000000000000104e-03,1.499999999999999944e-02,1.099999999999999936e-02,7.399999999999999634e-02,8.349999999999999645e-01,4.580000000000000182e-01,7.019999999999999574e-01,4.929999999999999938e-01,5.000000000000000104e-03,8.999999999999999320e-03,1.899999999999999953e-02,2.000000000000000042e-02,7.000000000000000146e-03,6.959999999999999520e-01,1.590000000000000024e-01,3.519999999999999796e-01,3.059999999999999942e-01,3.390000000000000235e-01,3.039999999999999925e-01,8.199999999999999512e-01,0.000000000000000000e+00,1.000000000000000021e-02,6.520000000000000240e-01,6.530000000000000249e-01,8.930000000000000160e-01,7.299999999999999822e-01,3.360000000000000209e-01,7.089999999999999636e-01,5.390000000000000346e-01,4.060000000000000275e-01,1.779999999999999916e-01,0.000000000000000000e+00,8.960000000000000187e-01,3.370000000000000218e-01,1.390000000000000124e-01,7.301800000000000068e+01,5.770199999999999818e+01,9.656600000000000250e+01,1.000000000000000021e-03,4.590000000000000191e-01,4.889999999999999902e-01,9.994516999999999825e+03,1.326800000000000068e+01,1.122799999999999976e+01,1.055799999999999983e+01,1.127800000000000047e+01
7.409999999999999920e-01,8.679999999999999938e-01,7.540000000000000036e-01,7.489999999999999991e-01,8.100000000000000255e-02,7.960000000000000409e-01,4.620000000000000218e-01,3.529999999999999805e-01,9.299999999999999933e-02,2.959999999999999853e-01,5.719999999999999529e-01,8.799999999999999489e-02,6.000000000000000125e-03,1.400000000000000029e-02,8.100000000000000255e-02,8.469999999999999751e-01,8.299999999999999600e-01,8.750000000000000000e-01,9.549999999999999600e-01,1.400000000000000029e-02,2.000000000000000042e-03,6.000000000000000125e-03,1.700000000000000122e-02,1.199999999999999956e-01,9.959999999999999964e-01,7.269999999999999796e-01,3.920000000000000151e-01,9.449999999999999512e-01,9.379999999999999449e-01,1.130000000000000032e-01,3.069999999999999951e-01,4.420000000000000040e-01,6.939999999999999503e-01,9.040000000000000258e-01,8.659999999999999920e-01,2.540000000000000036e-01,3.940000000000000169e-01,9.060000000000000275e-01,9.379999999999999449e-01,9.909999999999999920e-01,3.549999999999999822e-01,9.900000000000000466e-02,6.000000000000000125e-03,5.240000000000000213e-01,7.299999999999999822e-01,3.870000000000000107e-01,1.452399999999999913e+01,5.146800000000000352e+01,8.463100000000000023e+01,5.190000000000000169e-01,6.720000000000000417e-01,8.479999999999999760e-01,5.314744999999999891e+03,1.980199999999999960e+01,1.985099999999999909e+01,1.532300000000000040e+01,8.157999999999999474e+00
7.880000000000000338e-01,3.069999999999999951e-01,2.999999999999999889e-01,9.469999999999999529e-01,6.660000000000000364e-01,3.150000000000000022e-01,6.550000000000000266e-01,3.069999999999999951e-01,1.439999999999999891e-01,4.199999999999999845e-01,3.669999999999999929e-01,8.000000000000000167e-03,0.000000000000000000e+00,2.800000000000000058e-02,5.099999999999999672e-02,1.000000000000000000e+00,9.140000000000000346e-01,7.429999999999999938e-01,4.490000000000000102e-01,1.700000000000000122e-02,1.799999999999999864e-02,1.299999999999999940e-02,1.899999999999999953e-02,1.000000000000000021e-03,2.000000000000000042e-02,7.269999999999999796e-01,1.950000000000000067e-01,6.730000000000000426e-01,6.710000000000000409e-01,4.959999999999999964e-01,9.600000000000000200e-02,2.469999999999999973e-01,3.400000000000000244e-01,5.020000000000000018e-01,6.909999999999999476e-01,9.559999999999999609e-01,3.990000000000000213e-01,6.850000000000000533e-01,4.939999999999999947e-01,5.360000000000000320e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.119999999999999996e-01,8.129999999999999449e-01,4.900000000000000189e-02,8.579999999999999849e-01,5.376899999999999835e+01,8.499699999999999989e+01,9.864700000000000557e+01,2.190000000000000002e-01,7.570000000000000062e-01,9.519999999999999574e-01,6.319688000000000102e+03,1.880999999999999872e+01,5.895999999999999908e+00,9.388999999999999346e+00,1.172600000000000087e+01
4.789999999999999813e-01,9.969999999999999973e-01,9.859999999999999876e-01,9.699999999999999734e-01,8.850000000000000089e-01,2.520000000000000018e-01,4.510000000000000120e-01,1.150000000000000050e-01,3.679999999999999938e-01,3.140000000000000013e-01,7.019999999999999574e-01,5.000000000000000104e-03,8.400000000000000522e-02,1.000000000000000021e-02,1.600000000000000033e-02,8.269999999999999574e-01,1.700000000000000122e-01,9.170000000000000373e-01,7.159999999999999698e-01,6.000000000000000125e-03,8.999999999999999320e-03,1.899999999999999953e-02,2.000000000000000042e-02,7.000000000000000146e-03,1.250000000000000000e-01,6.199999999999999956e-01,3.340000000000000191e-01,3.899999999999999994e-02,3.350000000000000200e-01,3.039999999999999925e-01,1.469999999999999918e-01,0.000000000000000000e+00,7.299999999999999545e-02,1.559999999999999998e-01,6.520000000000000240e-01,8.930000000000000160e-01,7.159999999999999698e-01,3.469999999999999751e-01,6.959999999999999520e-01,3.830000000000000071e-01,4.089999999999999747e-01,7.810000000000000275e-01,0.000000000000000000e+00,8.239999999999999547e-01,8.599999999999999867e-01,3.739999999999999991e-01,3.701800000000000068e+01,8.056699999999999307e+01,9.120399999999999352e+01,2.100000000000000130e-02,5.719999999999999529e-01,9.889999999999999902e-01,9.933494000000000597e+03,1.825700000000000145e+01,1.123099999999999987e+01,1.052500000000000036e+01,4.934000000000000163e+00
5.959999999999999742e-01,2.139999999999999958e-01,1.000000000000000000e+00,8.599999999999999867e-01,8.899999999999999578e-02,1.000000000000000000e+00,4.030000000000000249e-01,1.660000000000000087e-01,3.699999999999999956e-01,2.240000000000000047e-01,4.149999999999999800e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,1.299999999999999940e-02,6.800000000000000488e-02,8.319999999999999618e-01,5.390000000000000346e-01,1.000000000000000000e+00,1.600000000000000033e-02,0.000000000000000000e+00,7.000000000000000146e-03,2.000000000000000042e-02,2.500000000000000139e-02,1.000000000000000000e+00,1.000000000000000000e+00,6.069999999999999840e-01,9.929999999999999938e-01,9.879999999999999893e-01,0.000000000000000000e+00,5.580000000000000515e-01,1.719999999999999862e-01,6.340000000000000080e-01,3.200000000000000067e-01,7.399999999999999911e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.399999999999999911e-01,0.000000000000000000e+00,1.000000000000000000e+00,8.118999999999999773e+01,6.127000000000000313e+01,1.215099999999999980e+01,3.310000000000000164e-01,7.299999999999999822e-01,9.399999999999999467e-01,0.000000000000000000e+00,1.325200000000000067e+01,8.845000000000000639e+00,2.000000000000000000e+01,9.660999999999999588e+00
4.500000000000000111e-01,5.510000000000000453e-01,5.689999999999999503e-01,9.959999999999999964e-01,8.599999999999999312e-02,6.820000000000000506e-01,3.330000000000000182e-01,3.160000000000000031e-01,3.099999999999999978e-01,4.199999999999999845e-01,4.219999999999999862e-01,7.000000000000000666e-02,1.700000000000000122e-02,5.399999999999999939e-02,2.000000000000000042e-03,2.230000000000000038e-01,5.230000000000000204e-01,6.219999999999999973e-01,3.739999999999999991e-01,1.200000000000000025e-02,1.400000000000000029e-02,6.000000000000000125e-03,7.000000000000000146e-03,1.000000000000000021e-03,3.960000000000000187e-01,4.079999999999999738e-01,4.089999999999999747e-01,9.759999999999999787e-01,1.250000000000000000e-01,3.599999999999999867e-01,4.050000000000000266e-01,6.600000000000000311e-02,9.140000000000000346e-01,4.869999999999999885e-01,6.129999999999999893e-01,7.760000000000000231e-01,5.070000000000000062e-01,5.819999999999999618e-01,4.279999999999999916e-01,1.179999999999999938e-01,6.039999999999999813e-01,2.119999999999999940e-01,1.970000000000000084e-01,6.099999999999999867e-01,3.880000000000000115e-01,4.560000000000000164e-01,4.749300000000000210e+01,8.339199999999999591e+01,5.436699999999999733e+01,2.349999999999999867e-01,5.010000000000000009e-01,6.650000000000000355e-01,5.832779000000000451e+03,4.774000000000000021e+00,1.043599999999999994e+01,1.146599999999999930e+01,3.936999999999999833e+00
7.960000000000000409e-01,5.020000000000000018e-01,6.450000000000000178e-01,6.089999999999999858e-01,2.999999999999999889e-01,6.450000000000000178e-01,2.349999999999999867e-01,2.379999999999999893e-01,2.610000000000000098e-01,2.270000000000000073e-01,6.410000000000000142e-01,3.699999999999999817e-02,5.000000000000000104e-03,8.899999999999999578e-02,3.699999999999999817e-02,1.590000000000000024e-01,5.600000000000000117e-02,7.279999999999999805e-01,3.549999999999999822e-01,1.600000000000000033e-02,2.000000000000000042e-03,1.299999999999999940e-02,1.400000000000000029e-02,5.500000000000000028e-02,3.350000000000000200e-01,9.400000000000000022e-02,5.260000000000000231e-01,8.589999999999999858e-01,5.689999999999999503e-01,9.989999999999999991e-01,4.700000000000000011e-02,4.849999999999999867e-01,6.079999999999999849e-01,5.919999999999999707e-01,8.349999999999999645e-01,7.750000000000000222e-01,2.290000000000000091e-01,7.019999999999999574e-01,4.670000000000000262e-01,3.910000000000000142e-01,4.819999999999999840e-01,6.500000000000000222e-01,1.660000000000000087e-01,3.290000000000000147e-01,6.570000000000000284e-01,2.099999999999999922e-01,3.214500000000000313e+01,9.071500000000000341e+01,9.707800000000000296e+01,5.020000000000000018e-01,7.630000000000000115e-01,9.379999999999999449e-01,8.566415000000000873e+03,1.862900000000000134e+01,1.218699999999999939e+01,6.048000000000000043e+00,7.971000000000000085e+00
9.170000000000000373e-01,5.999999999999999778e-02,8.810000000000000053e-01,9.270000000000000462e-01,6.199999999999999956e-02,4.319999999999999951e-01,9.929999999999999938e-01,2.089999999999999913e-01,2.069999999999999896e-01,4.089999999999999747e-01,3.810000000000000053e-01,4.599999999999999922e-02,1.000000000000000021e-03,8.599999999999999312e-02,8.799999999999999489e-02,6.310000000000000053e-01,9.300000000000000488e-01,1.499999999999999944e-02,2.449999999999999956e-01,1.899999999999999953e-02,8.000000000000000167e-03,8.999999999999999320e-03,1.600000000000000033e-02,7.099999999999999367e-02,4.149999999999999800e-01,8.709999999999999964e-01,7.540000000000000036e-01,5.310000000000000275e-01,1.630000000000000060e-01,6.219999999999999973e-01,5.620000000000000551e-01,9.979999999999999982e-01,7.499999999999999722e-02,2.630000000000000115e-01,5.210000000000000187e-01,5.610000000000000542e-01,5.769999999999999574e-01,9.000000000000000222e-01,1.079999999999999988e-01,6.820000000000000506e-01,8.669999999999999929e-01,5.190000000000000169e-01,6.199999999999999956e-02,6.320000000000000062e-01,7.169999999999999707e-01,4.510000000000000120e-01,8.191100000000000136e+01,6.147599999999999909e+01,9.632200000000000273e+01,5.400000000000000355e-01,6.079999999999999849e-01,6.009999999999999787e-01,3.888692000000000007e+03,2.273000000000000131e+00,8.131000000000000227e+00,1.995200000000000173e+01,1.276800000000000068e+01
5.809999999999999609e-01,2.200000000000000011e-01,4.909999999999999920e-01,8.619999999999999885e-01,2.000000000000000111e-01,4.050000000000000266e-01,8.000000000000000444e-01,1.000000000000000056e-01,2.459999999999999964e-01,4.199999999999999845e-01,4.749999999999999778e-01,4.200000000000000261e-02,3.200000000000000067e-02,5.700000000000000205e-02,1.899999999999999953e-02,3.950000000000000178e-01,6.870000000000000551e-01,4.900000000000000189e-02,1.000000000000000021e-03,8.999999999999999320e-03,8.999999999999999320e-03,2.000000000000000042e-03,3.000000000000000062e-03,6.000000000000000125e-03,3.699999999999999817e-02,4.939999999999999947e-01,6.660000000000000364e-01,2.999999999999999889e-01,8.840000000000000080e-01,1.809999999999999942e-01,6.059999999999999831e-01,9.099999999999999756e-02,4.809999999999999831e-01,8.920000000000000151e-01,1.000000000000000000e+00,7.369999999999999885e-01,9.190000000000000391e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.869999999999999774e-01,9.299999999999999933e-02,1.499999999999999944e-01,1.600000000000000033e-02,6.620000000000000329e-01,5.420000000000000373e-01,8.189999999999999503e-01,1.356199999999999939e+01,1.167699999999999960e+01,9.257200000000000273e+01,1.529999999999999971e-01,7.429999999999999938e-01,8.569999999999999840e-01,8.165009000000000015e+03,8.314999999999999503e+00,6.027999999999999581e+00,9.542999999999999261e+00,1.472100000000000009e+01
2.429999999999999938e-01,4.319999999999999951e-01,2.349999999999999867e-01,7.359999999999999876e-01,3.190000000000000058e-01,3.830000000000000071e-01,8.249999999999999556e-01,2.859999999999999765e-01,3.679999999999999938e-01,3.860000000000000098e-01,7.019999999999999574e-01,5.800000000000000294e-02,1.700000000000000122e-02,5.600000000000000117e-02,4.599999999999999922e-02,6.260000000000000009e-01,4.189999999999999836e-01,3.410000000000000253e-01,1.789999999999999925e-01,0.000000000000000000e+00,1.499999999999999944e-02,6.000000000000000125e-03,1.400000000000000029e-02,1.499999999999999944e-02,7.500000000000000000e-01,9.050000000000000266e-01,9.200000000000000400e-01,2.979999999999999871e-01,2.000000000000000042e-03,4.000000000000000083e-03,3.059999999999999942e-01,2.459999999999999964e-01,5.200000000000000178e-01,4.909999999999999920e-01,9.699999999999999734e-01,9.100000000000000311e-01,8.860000000000000098e-01,2.660000000000000142e-01,1.380000000000000115e-01,1.910000000000000031e-01,3.990000000000000213e-01,7.740000000000000213e-01,8.319999999999999618e-01,8.910000000000000142e-01,4.779999999999999805e-01,2.429999999999999938e-01,2.326399999999999935e+01,7.722599999999999909e+01,5.282999999999999829e+01,3.069999999999999951e-01,1.069999999999999979e-01,8.279999999999999583e-01,8.574003000000000611e+03,1.756200000000000117e+01,5.658999999999999808e+00,1.841900000000000048e+01,1.365799999999999947e+01
